City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
555,tomatlan,19.9333,-105.25,292.22,97,100,0.8,MX,1714977155
556,phalaborwa,-23.943,31.1411,297.03,32,0,1.31,ZA,1714977156
557,galliano,29.4422,-90.2992,298.15,83,40,1.54,US,1714977156
558,saudarkrokur,65.7461,-19.6394,277.65,59,5,7.04,IS,1714977156
559,newman,37.3138,-121.0208,284.28,75,0,0.89,US,1714977156
560,nieuw amsterdam,5.8833,-55.0833,300.24,88,100,4.05,SR,1714977156
561,naliya,23.2667,68.8333,307.7,38,0,8.97,IN,1714977157
562,tual,-5.6667,132.75,300.52,86,100,5.45,ID,1714977157
563,sarmiento,-45.5882,-69.07,277.11,57,19,2.47,AR,1714977157
564,port blair,11.6667,92.75,306.17,62,40,1.03,IN,1714977157
565,asekeyevo,53.5742,52.7972,280.28,77,100,7.61,RU,1714977158
566,dauphin,51.1494,-100.0502,283.23,62,0,4.63,CA,1714977158
567,makhambet,47.6667,51.5833,288.32,21,34,0.74,KZ,1714976882
